id	fea1 fea2 ... fea84
432	0.0 0.0 0.0 0.07 0.0 0.0 0.0 48.50000000000001 0.0 0.0 0.47 0.04 0.0 0.0 20.299999999999997 0.0 0.0 1.7 0.04 0.0 0.0 5.0 0.0 0.0 0.25 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 404.40000000000003 0.0 38.9 8.729999999999997 0.3200000000000001 0.0 0.0 280.1799999999999 0.0 17.5 14.389999999999993 0.2700000000000001 1.2 0.0 14.0 0.0 48.5 6.919999999999996 0.21000000000000005 0.0 0.0 
433	25.5 0.0 0.0 0.01 0.0 0.0 0.0 909.9500000000008 16.0 264.5 7.34 0.060000000000000005 0.0 0.75 702.1900000000012 8.0 187.29999999999998 8.28 0.0 6.0 2.1 27.599999999999998 0.0 89.60000000000001 15.289999999999996 0.0 0.0 0.0 15.7 0.0 0.0 2.8 0.0 0.0 0.0 1003.93 0.0 166.9 11.4 0.04 8.7 0.0 764.7400000000002 2.0 97.5 12.299999999999999 0.0 60.199999999999996 0.9 37.0 0.0 183.4 44.30000000000001 0.01 19.200000000000003 0.0 14.13 0.0 0.0 1.3 0.0 0.0 0.0 1081.5300000000002 10.0 49.3 32.09999999999999 0.03 13.2 0.0 894.9400000000005 7.0 87.99999999999999 12.679999999999998 0.02 55.900000000000006 0.45 52.7 2.0 294.00000000000006 61.620000000000026 0.01 6.0 0.0 
434	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 39.2 0.0 0.0 0.0 0.0 0.0 0.0 5.0 1.0 0.0 1.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
435	0.0 0.0 0.0 0.0 0.0 0.0 0.0 358.04999999999995 4.0 12.399999999999999 15.590000000000002 0.0 0.5 0.0 129.14999999999998 4.0 4.8 12.879999999999997 0.0 4.9 0.0 8.5 0.0 10.5 17.35 0.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 715.9300000000002 0.0 26.740000000000002 24.979999999999997 0.03 0.0 0.0 435.2900000000003 0.0 81.2 30.50000000000001 0.060000000000000005 1.0 0.0 0.0 0.0 128.60000000000002 46.47 0.0 0.8 0.15 0.0 0.0 0.0 2.16 0.0 0.0 0.0 817.4399999999987 1.0 15.59 26.060000000000006 0.0 3.2 1.35 689.9199999999998 2.0 37.8 19.26 0.0 18.799999999999997 2.1 1.8 3.0 60.3 37.12 0.0 4.2 0.0 
436	0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.93 0.0 0.0 0.0 0.01 0.0 0.0 16.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.25 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.50000000000001 0.0 0.0 4.1 0.04 0.0 0.0 45.0 0.0 32.2 2.5 0.0 0.0 7.65 26.6 0.0 46.6 12.7 0.0 0.0 0.0 
437	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
438	9.500000000000002 0.0 0.0 2.3000000000000007 0.0 0.0 0.0 340.02000000000015 0.0 266.19999999999993 9.859999999999996 0.15 0.64 0.0 188.90000000000015 0.0 219.0 22.279999999999998 0.09999999999999999 0.0 0.0 0.0 0.0 192.8 13.990000000000002 0.08 0.0 0.0 3.9 0.0 0.0 0.9799999999999999 0.0 0.0 0.0 604.3600000000004 0.0 169.70000000000002 8.689999999999998 0.13999999999999999 1.1 0.15 437.49999999999994 4.0 89.0 24.96999999999999 0.25000000000000006 0.0 0.0 33.0 0.0 51.699999999999996 17.159999999999997 0.12999999999999998 0.0 0.0 2.43 0.0 0.0 0.39 0.0 0.0 0.0 717.1600000000001 6.0 70.60000000000001 9.919999999999991 0.7900000000000005 0.0 0.0 483.29999999999956 10.0 61.800000000000004 23.469999999999995 0.5500000000000003 0.0 0.0 119.89999999999999 0.0 5.6 80.26999999999997 0.2800000000000001 0.0 0.0 
439	0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.599999999999998 0.0 0.0 0.01 0.0 0.0 0.0 32.2 0.0 0.0 0.1 0.0 0.0 0.0 0.0 0.0 40.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 445.5900000000001 0.0 16.0 1.8 0.0 2.8 0.0 245.5 0.0 130.6 11.920000000000002 0.0 7.8 0.0 6.0 0.0 25.799999999999997 7.550000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 516.3400000000003 0.0 92.30000000000001 6.87 0.0 0.0 0.0 422.98000000000025 0.0 164.79999999999998 27.30999999999999 0.0 0.0 2.0 100.7 0.0 91.0 11.219999999999999 0.0 0.0 0.0 
440	0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.0 0.0 0.0 0.12 0.0 0.0 0.0 22.4 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.2 0.0 0.0 0.0 0.03 0.0 0.0 8.5 0.0 0.0 0.12 0.01 0.0 0.0 0.0 0.0 0.0 6.169999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.15 0.0 0.0 0.0 591.9699999999997 9.0 0.0 13.01 0.13 12.200000000000001 0.0 489.1899999999999 6.0 26.2 12.6 0.07 64.12 0.0 90.59999999999998 1.0 6.0 51.730000000000004 0.03 14.4 0.0 
441	13.9 0.0 0.0 0.6700000000000002 0.0 0.0 0.0 802.1800000000009 0.0 48.4 19.16999999999999 0.0 10.0 0.0 694.3000000000006 0.0 86.0 63.35000000000006 0.0 0.0 0.0 12.5 0.0 0.3 24.729999999999997 0.0 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.0 0.0 853.1800000000013 4.0 0.0 4.88 0.03 0.8 0.0 625.0500000000005 0.0 30.0 70.00000000000007 0.05 2.0 0.0 21.599999999999998 0.0 8.8 66.20000000000002 0.05 0.0 0.0 0.0 0.0 0.0 0.03 0.0 0.0 0.0 923.2500000000002 2.0 24.9 12.019999999999996 0.23000000000000007 0.0 0.0 537.4000000000007 5.0 110.0 67.18000000000005 0.4700000000000002 0.0 0.0 83.89999999999999 1.0 17.4 29.099999999999998 0.3500000000000002 0.0 0.0 
442	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 144.73 0.0 0.0 0.0 0.0 15.34 2.25 30.500000000000004 0.0 0.0 0.0 0.0 100.08000000000001 0.0 0.0 1.0 8.2 1.01 0.0 26.799999999999997 0.0 
443	0.0 0.0 0.0 0.0 0.0 0.0 0.0 59.3 5.0 0.0 0.01 0.0 0.0 0.0 33.4 1.0 34.3 0.0 0.0 0.0 0.0 5.5 0.0 91.7 2.97 0.0 0.0 0.0 12.799999999999999 0.0 0.0 8.22 0.0 0.0 0.0 650.6000000000003 1.0 109.2 5.999999999999999 0.0 3.5 0.0 576.0900000000004 0.0 289.36999999999995 11.559999999999999 0.01 10.5 0.0 95.80000000000001 0.0 654.5700000000002 35.01000000000001 0.01 27.0 0.0 17.3 0.0 0.0 0.01 0.0 0.0 0.0 482.24 0.0 111.40000000000002 2.46 0.02 40.0 21.9 459.67999999999995 0.0 116.50000000000001 10.259999999999998 0.06 55.44 7.05 31.0 0.0 371.8999999999999 14.569999999999991 0.03 3.5 0.0 
444	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
445	4.9 0.0 0.0 13.519999999999989 0.0 0.0 0.0 540.57 2.0 402.80000000000007 14.799999999999995 0.0 5.0 0.0 301.1 7.8 178.89999999999998 17.259999999999998 0.0 3.5 0.0 7.0 0.0 157.9 36.330000000000005 0.0 0.0 0.0 0.0 0.0 0.0 10.59 0.0 0.0 0.0 509.90000000000003 2.0 128.6 20.64 0.02 0.0 0.0 131.20000000000002 1.0 252.56 14.639999999999997 0.0 1.0 0.0 71.2 2.0 186.40000000000003 89.44000000000008 0.0 0.0 0.0 0.0 0.0 0.0 10.1 0.0 0.0 0.0 331.7300000000001 0.0 84.1 53.59 0.0 0.0 0.45 164.50000000000003 20.0 381.7 35.650000000000006 0.0 0.0 0.0 28.400000000000002 9.0 72.5 22.84 0.0 0.0 0.0 
446	137.65999999999997 0.0 0.0 0.07999999999999999 0.02 0.0 0.0 569.7600000000008 0.0 230.79999999999998 2.74 0.4500000000000002 0.0 0.0 477.1300000000007 0.0 168.70000000000005 8.6 0.5500000000000003 16.8 2.5500000000000003 56.8 0.0 212.1 25.39000000000001 0.14 0.0 0.0 185.41000000000005 0.0 0.0 0.0 0.0 0.0 0.0 685.5600000000009 0.0 55.0 4.52 1.360000000000001 28.400000000000002 2.7 651.310000000001 0.0 45.6 4.389999999999998 1.3900000000000008 16.1 2.4 16.0 0.0 171.39999999999998 65.74999999999999 0.22000000000000006 4.5 0.0 113.89999999999999 0.0 0.0 0.03 0.04 0.0 0.0 700.1600000000005 8.0 12.5 3.679999999999995 1.5200000000000011 10.8 3.9000000000000004 472.5600000000005 12.0 94.8 27.880000000000006 1.1200000000000008 10.8 19.1 0.0 0.0 83.3 65.57999999999998 0.08 5.6 2.4 
447	302.96000000000026 0.0 0.0 3.4399999999999995 0.0 0.0 0.0 675.3499999999998 0.0 758.4 18.149999999999995 0.06 0.0 6.0 379.0000000000002 0.0 616.1 14.609999999999998 0.0 0.0 0.15 71.19999999999999 0.0 458.3 47.98000000000003 0.01 0.0 0.0 112.38999999999997 0.0 0.0 4.720000000000001 0.02 0.0 0.0 754.7000000000004 0.0 618.3 9.069999999999999 0.22000000000000003 38.9 0.0 382.25000000000006 0.0 249.3 8.899999999999999 0.16000000000000003 49.0 0.0 25.1 1.0 160.6 39.51000000000001 0.08 6.2 0.0 154.12000000000003 0.0 0.0 10.000000000000002 0.0 0.0 0.0 449.19000000000005 0.0 33.300000000000004 13.1 0.0 0.0 0.0 405.7000000000002 4.0 92.4 20.72 0.0 0.0 0.8 56.6 0.0 251.59999999999997 26.799999999999997 0.0 0.0 0.0 
448	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 479.70000000000033 4.0 130.0 3.5999999999999996 0.03 14.0 0.0 322.14 4.0 107.6 0.0 0.0 24.7 3.0 100.3 0.0 82.7 20.299999999999997 0.0 2.8 0.0 6.0 0.0 0.0 2.81 0.0 0.0 0.0 381.3500000000002 1.0 25.0 1.7 0.0 14.9 0.0 166.29999999999995 5.0 51.0 1.2 0.02 0.0 0.0 28.0 5.0 85.5 30.359999999999992 0.0 6.300000000000001 0.0 
449	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
450	8.7 0.0 0.0 0.54 0.0 0.0 0.0 639.7000000000006 24.0 199.00000000000003 5.689999999999999 0.5100000000000001 2.8 4.8 488.70000000000084 20.0 332.29999999999995 18.63999999999999 0.09000000000000001 0.2 2.4 10.0 0.0 144.9 44.22000000000003 0.15 0.0 0.0 2.8 0.0 0.0 0.0 0.0 0.0 0.0 743.3500000000012 4.0 205.2 25.509999999999994 0.7500000000000006 0.0 0.75 488.3000000000003 4.0 198.70000000000002 32.31999999999999 0.13999999999999999 4.8 0.0 0.0 1.0 185.6 70.13000000000007 0.01 5.4 0.0 0.0 0.0 0.0 0.6 0.0 0.0 0.0 907.7500000000002 0.0 120.2 16.53 0.7500000000000003 0.0 0.3 607.1500000000002 7.0 135.60000000000002 27.39999999999999 0.22000000000000006 2.9 0.15 93.9 3.0 189.3 85.14000000000009 0.07 13.8 0.0 
451	7.0 0.0 0.0 0.01 0.0 0.0 0.0 836.9300000000002 4.0 15.9 13.809999999999997 0.1 0.0 0.0 584.1300000000006 12.0 73.8 20.52 0.13999999999999999 30.2 0.0 10.0 0.0 43.4 13.959999999999996 0.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 914.8400000000016 4.0 37.4 48.129999999999995 0.24000000000000002 1.5 0.0 675.1200000000013 4.0 4.0 22.570000000000004 0.22 4.5 0.0 0.0 0.0 19.0 3.9 0.10999999999999999 30.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 984.8900000000002 0.0 34.6 17.32 0.48000000000000015 7.4 9.45 909.7500000000005 0.0 23.4 22.709999999999997 0.16000000000000003 19.4 0.0 0.0 0.0 33.0 27.499999999999993 0.03 0.0 0.0 
452	0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.5 0.0 0.0 0.8999999999999999 0.0 0.0 0.0 15.6 0.0 12.0 2.6 0.0 0.0 0.0 0.0 0.0 18.3 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 45.96 0.0 0.0 0.0 0.0 0.0 0.0 46.900000000000006 0.0 19.6 0.0 0.0 0.0 0.0 0.0 0.0 29.6 11.94 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 251.60999999999999 0.0 8.0 2.52 0.0 19.9 0.0 110.99999999999999 2.0 57.7 22.929999999999996 0.0 5.699999999999999 0.0 12.7 1.0 60.599999999999994 61.80000000000002 0.0 0.0 0.0 
453	0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.8 0.0 9.8 0.03 0.0 0.0 0.0 2.5 0.0 33.5 0.0 0.0 0.0 0.0 0.0 0.0 19.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
454	2.9 0.0 0.0 0.0 0.0 0.0 0.0 10.2 0.0 0.0 0.0 0.01 0.0 0.0 3.6 0.0 8.0 1.81 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.5 3.6 0.0 0.0 0.0 0.0 0.0 5.5 0.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
455	0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.5 0.0 0.0 0.0 0.0 0.0 0.0 23.020000000000003 0.0 9.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
456	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 406.3000000000004 0.0 8.0 1.36 0.0 0.0 0.0 254.99999999999994 0.0 81.30000000000001 3.6799999999999993 0.0 0.0 4.2 79.7 0.0 185.3 17.199999999999992 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 813.9899999999994 4.0 37.0 1.52 0.0 0.0 0.0 644.6199999999999 12.0 103.9 3.43 0.01 0.0 2.25 36.5 4.0 324.5 14.929999999999994 0.0 0.0 0.0 
457	0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.8 4.0 9.5 0.0 0.0 0.0 0.0 22.2 4.0 4.0 0.7 0.0 0.0 0.0 0.0 0.0 2.0 0.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
458	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 808.6300000000002 0.0 0.0 2.9 0.18000000000000005 2.7 6.0 626.6000000000001 4.0 68.0 3.1099999999999994 0.2700000000000001 6.9 0.75 132.1 2.0 91.30000000000001 14.930000000000001 0.18000000000000005 0.0 0.0 0.0 0.0 0.0 1.4 0.0 0.0 0.0 897.5700000000002 4.0 23.7 12.529999999999998 0.6400000000000003 0.0 3.45 686.3000000000001 8.0 47.4 5.3 0.6800000000000005 10.5 0.75 51.9 6.0 215.3 25.110000000000007 0.35000000000000014 4.5 0.0 
459	0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.48 0.0 4.0 0.09999999999999999 0.0 0.0 0.0 7.699999999999999 0.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 53.0 0.0 7.5 0.0 0.04 5.0 0.0 50.98 0.0 5.3 0.7 0.04 0.0 0.0 0.0 0.0 17.6 7.7299999999999995 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 693.3600000000004 8.0 32.800000000000004 50.64000000000003 0.0 8.100000000000001 0.0 503.2100000000002 13.0 219.70000000000002 33.64 0.0 0.0 1.0 0.0 6.0 181.89999999999998 47.180000000000014 0.0 0.0 0.0 
460	2.53 0.0 0.0 0.7700000000000002 0.0 0.0 0.0 130.19000000000003 0.0 43.6 6.999999999999999 0.3100000000000001 0.0 0.0 50.0 0.0 8.7 4.6499999999999995 0.20000000000000004 24.1 0.0 4.5 0.0 19.099999999999998 24.76999999999999 0.08 0.0 0.0 0.0 0.0 0.0 0.52 0.01 0.0 0.0 483.6999999999995 0.0 16.4 29.959999999999983 0.5700000000000003 2.4 0.0 108.35000000000004 1.0 37.2 16.049999999999994 0.22999999999999998 8.5 0.0 0.0 0.0 35.2 16.979999999999993 0.15 0.0 0.0 0.0 0.0 0.0 0.05 0.0 0.0 0.0 727.1700000000002 9.0 11.5 16.139999999999983 0.7600000000000005 1.9 0.0 164.74000000000004 10.0 25.0 24.420000000000005 0.34000000000000014 17.9 4.95 55.4 5.0 10.2 28.48000000000001 0.0 0.0 0.0 
461	0.0 0.0 0.0 1.0 0.0 0.0 0.0 18.799999999999997 0.0 0.0 1.1 0.0 0.0 0.0 14.099999999999998 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.1 0.0 0.0 0.0 920.590000000001 0.0 46.699999999999996 30.599999999999994 0.0 2.5 13.5 800.7600000000003 0.0 75.2 15.920000000000002 0.01 7.8 15.0 123.39000000000001 0.0 130.60000000000002 77.00000000000001 0.01 0.0 0.0 
462	0.0 0.0 0.0 0.48 0.0 0.0 0.0 54.09 0.0 0.0 9.73 0.11 0.0 0.0 42.0 0.0 19.5 4.02 0.15 0.0 0.0 0.0 0.0 67.2 2.66 0.03 0.0 0.0 0.0 0.0 0.0 2.8899999999999997 0.01 0.0 0.0 652.7700000000002 0.0 28.5 9.149999999999999 0.8600000000000005 8.7 0.0 437.5999999999999 2.0 105.2 8.679999999999998 0.8800000000000006 8.0 0.0 0.0 0.0 204.3 46.05000000000002 0.5600000000000003 11.3 0.0 0.0 0.0 0.0 5.079999999999999 0.0 0.0 0.0 1006.9000000000001 0.0 84.8 17.40000000000002 1.2400000000000009 19.1 0.5 765.8200000000006 2.0 7.6 17.29000000000003 1.8200000000000014 21.0 4.2 21.8 0.0 169.3 46.35000000000001 0.5200000000000002 3.9 0.0 
463	8.3 0.0 0.0 0.0 0.0 0.0 0.0 483.40000000000003 0.0 117.6 9.190000000000001 0.0 10.0 1.3 410.3000000000002 0.0 111.5 6.1 0.0 0.0 0.0 31.1 0.0 225.9 31.94 0.01 0.0 0.0 0.0 0.0 0.0 4.999999999999998 0.0 0.0 0.0 944.4200000000013 0.0 64.4 9.61 0.0 0.0 0.0 511.40000000000043 0.0 87.60000000000001 5.9 0.0 0.0 0.0 25.5 0.0 69.8 39.97999999999997 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 766.3100000000015 2.0 40.2 18.769999999999996 0.0 0.0 0.0 450.1400000000002 1.0 165.20000000000002 15.200000000000001 0.0 0.0 0.0 23.3 0.0 93.60000000000001 18.58 0.0 0.0 0.0 
464	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.6 0.0 0.0 0.0 0.0 0.0 0.0 7.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
465	9.8 0.0 0.0 0.0 0.0 0.0 0.0 840.6200000000002 24.0 142.6 22.34 0.02 0.0 0.0 557.1 16.0 67.4 17.45 0.0 2.8 0.0 114.0 0.0 104.6 44.76 0.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 443.0599999999999 8.0 133.4 6.17 0.03 30.799999999999997 1.2 261.9 12.0 45.3 4.199999999999999 0.01 15.599999999999998 0.0 31.0 0.0 0.0 31.510000000000012 0.02 3.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.699999999999996 0.0 0.0 0.0 0.0 0.0 3.0 19.85 0.0 0.0 0.0 0.01 8.42 0.0 0.0 0.0 6.5 1.9000000000000001 0.02 0.0 0.0 
466	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
467	0.0 0.0 0.0 1.9800000000000004 0.0 0.0 0.0 287.38 0.0 61.599999999999994 4.19 0.19000000000000003 2.5 0.0 195.63000000000008 0.0 20.6 22.769999999999992 0.15 2.6 0.0 9.5 0.0 79.70000000000002 60.56000000000004 0.04 4.4 0.0 3.0 0.0 0.0 9.369999999999997 0.0 0.0 0.0 509.74999999999955 3.0 55.7 44.960000000000036 0.6700000000000003 7.6 0.0 265.3 2.0 50.7 27.85999999999999 0.46000000000000024 21.399999999999995 0.0 11.3 1.0 57.80000000000001 70.30000000000008 0.15999999999999998 2.4 0.0 0.0 0.0 0.0 6.510000000000001 0.0 0.0 0.0 728.6899999999993 17.0 61.7 87.94999999999999 0.5600000000000003 19.0 1.6 280.08000000000004 7.0 29.0 20.56 0.25000000000000006 13.0 0.6 28.700000000000003 6.0 11.6 30.15 0.060000000000000005 5.9 0.0 
